month,avg_players,gain,gain_percent,peak_players,name,steam_appid
Oct-13,218.16,-65.77,-0.2316,579,MapleStory,216150
Sep-13,283.93,-109.42,-0.2782,740,MapleStory,216150
Aug-13,393.35,139.72,0.5509000000000001,677,MapleStory,216150
Jul-13,253.63,-139.44,-0.3547,686,MapleStory,216150
Jun-13,393.07,-71.6,-0.1541,845,MapleStory,216150
May-13,464.67,-73.68,-0.1369,1044,MapleStory,216150
Apr-13,538.35,91.93,0.2059,1192,MapleStory,216150
Mar-13,446.42,-94.69,-0.175,1069,MapleStory,216150
Feb-13,541.11,-205.36,-0.2751,1324,MapleStory,216150
Jan-13,746.47,-39.68,-0.0504999999999999,1857,MapleStory,216150
Dec-12,786.15,417.31,1.1314,1905,MapleStory,216150
Nov-12,368.84,14.07,0.0397,810,MapleStory,216150
Oct-12,354.77,-177.14,-0.3329999999999999,920,MapleStory,216150
Sep-12,531.91,-544.9,-0.506,1582,MapleStory,216150
Aug-12,1076.81,-,0.0,2384,MapleStory,216150
Sep-25,24576.7,-2479.65,-0.0916,36985,PAYDAY 2,218620
Aug-25,27056.35,1068.3,0.0411,34218,PAYDAY 2,218620
Jul-25,25988.04,-1792.35,-0.0645,36394,PAYDAY 2,218620
Jun-25,27780.39,7659.5,0.3807,42341,PAYDAY 2,218620
May-25,20120.9,1495.95,0.0803,31378,PAYDAY 2,218620
Apr-25,18624.94,5410.13,0.4094,25901,PAYDAY 2,218620
Mar-25,13214.82,2294.09,0.2101,29253,PAYDAY 2,218620
Feb-25,10920.73,-13992.89,-0.5617,28647,PAYDAY 2,218620
Jan-25,24913.62,-2294.67,-0.0843,35455,PAYDAY 2,218620
Dec-24,27208.29,12942.46,0.9072,38640,PAYDAY 2,218620
Nov-24,14265.83,3243.32,0.2942,32404,PAYDAY 2,218620
Oct-24,11022.51,-1209.85,-0.0989,28659,PAYDAY 2,218620
Sep-24,12232.35,-3276.32,-0.2113,19013,PAYDAY 2,218620
Aug-24,15508.67,-2652.63,-0.1461,22580,PAYDAY 2,218620
Jul-24,18161.3,-3369.61,-0.1565,26298,PAYDAY 2,218620
Jun-24,21530.92,-1682.47,-0.0725,49489,PAYDAY 2,218620
May-24,23213.38,-332.43,-0.0141,34887,PAYDAY 2,218620
Apr-24,23545.81,1089.66,0.0484999999999999,36623,PAYDAY 2,218620
Mar-24,22456.15,-992.05,-0.0423,35646,PAYDAY 2,218620
Feb-24,23448.2,-2808.15,-0.107,41818,PAYDAY 2,218620
Jan-24,26256.36,214.68,0.0081999999999999,45479,PAYDAY 2,218620
Dec-23,26041.68,-424.2,-0.016,45653,PAYDAY 2,218620
Nov-23,26465.88,832.89,0.0325,49864,PAYDAY 2,218620
Oct-23,25632.99,-2725.08,-0.0960999999999999,55426,PAYDAY 2,218620
Sep-23,28358.07,-1103.82,-0.0375,47485,PAYDAY 2,218620
Aug-23,29461.89,-1014.9,-0.0333,51177,PAYDAY 2,218620
Jul-23,30476.78,8929.61,0.4144,54359,PAYDAY 2,218620
Jun-23,21547.18,6321.18,0.4152,59467,PAYDAY 2,218620
May-23,15226.0,-11513.96,-0.4306,32278,PAYDAY 2,218620
Apr-23,26739.95,-5317.45,-0.1659,69634,PAYDAY 2,218620
Mar-23,32057.4,-2646.42,-0.0762999999999999,58020,PAYDAY 2,218620
Feb-23,34703.82,-3497.97,-0.0916,61917,PAYDAY 2,218620
Jan-23,38201.79,5249.93,0.1593,69105,PAYDAY 2,218620
Dec-22,32951.86,2549.65,0.0839,72662,PAYDAY 2,218620
Nov-22,30402.21,-2240.8,-0.0686,52367,PAYDAY 2,218620
Oct-22,32643.01,-2674.48,-0.0757,57402,PAYDAY 2,218620
Sep-22,35317.49,-876.84,-0.0242,58808,PAYDAY 2,218620
Aug-22,36194.33,-2590.77,-0.0668,66075,PAYDAY 2,218620
Jul-22,38785.1,7198.15,0.2279,68553,PAYDAY 2,218620
Jun-22,31586.95,890.77,0.0289999999999999,48181,PAYDAY 2,218620
May-22,30696.18,793.91,0.0266,54236,PAYDAY 2,218620
Apr-22,29902.27,-709.21,-0.0232,47026,PAYDAY 2,218620
Mar-22,30611.48,411.69,0.0136,47441,PAYDAY 2,218620
Feb-22,30199.79,-4506.94,-0.1299,47197,PAYDAY 2,218620
Jan-22,34706.73,1427.35,0.0429,48448,PAYDAY 2,218620
Dec-21,33279.38,4132.94,0.1418,61808,PAYDAY 2,218620
Nov-21,29146.44,-1321.09,-0.0434,50760,PAYDAY 2,218620
Oct-21,30467.53,1228.29,0.042,46063,PAYDAY 2,218620
Sep-21,29239.24,-574.96,-0.0192999999999999,45922,PAYDAY 2,218620
Aug-21,29814.2,377.61,0.0128,52717,PAYDAY 2,218620
Jul-21,29436.59,-2168.46,-0.0686,55910,PAYDAY 2,218620
Jun-21,31605.04,-3159.22,-0.0909,54149,PAYDAY 2,218620
May-21,34764.26,3520.43,0.1127,57332,PAYDAY 2,218620
Apr-21,31243.83,6676.38,0.2718,53849,PAYDAY 2,218620
Mar-21,24567.44,-1597.38,-0.0611,34707,PAYDAY 2,218620
Feb-21,26164.82,-3036.36,-0.104,44327,PAYDAY 2,218620
Jan-21,29201.19,-841.71,-0.0279999999999999,54841,PAYDAY 2,218620
Dec-20,30042.9,-1956.74,-0.0611,56740,PAYDAY 2,218620
Nov-20,31999.64,2252.7,0.0757,57837,PAYDAY 2,218620
Oct-20,29746.94,1251.17,0.0438999999999999,54123,PAYDAY 2,218620
Sep-20,28495.77,-3223.18,-0.1016,45610,PAYDAY 2,218620
Aug-20,31718.94,1069.12,0.0349,46799,PAYDAY 2,218620
Jul-20,30649.83,1251.36,0.0426,48473,PAYDAY 2,218620
Jun-20,29398.47,-5939.69,-0.1681,56703,PAYDAY 2,218620
May-20,35338.15,10018.62,0.3957,61728,PAYDAY 2,218620
Apr-20,25319.54,4291.6,0.2041,39419,PAYDAY 2,218620
Mar-20,21027.94,2472.53,0.1333,36273,PAYDAY 2,218620
Feb-20,18555.42,-1738.67,-0.0857,31830,PAYDAY 2,218620
Jan-20,20294.08,-3999.36,-0.1646,39376,PAYDAY 2,218620
Dec-19,24293.44,-4227.38,-0.1482,37817,PAYDAY 2,218620
Nov-19,28520.82,17154.53,1.5092,56187,PAYDAY 2,218620
Oct-19,11366.29,1832.86,0.1923,27181,PAYDAY 2,218620
Sep-19,9533.44,-1458.47,-0.1326999999999999,15128,PAYDAY 2,218620
Aug-19,10991.91,-3428.34,-0.2377,17440,PAYDAY 2,218620
Jul-19,14420.25,4764.16,0.4934,23207,PAYDAY 2,218620
Jun-19,9656.1,366.31,0.0394,18877,PAYDAY 2,218620
May-19,9289.78,1366.54,0.1725,21198,PAYDAY 2,218620
Apr-19,7923.24,229.12,0.0298,13599,PAYDAY 2,218620
Mar-19,7694.13,-850.54,-0.0994999999999999,12873,PAYDAY 2,218620
Feb-19,8544.67,-1012.03,-0.1059,14436,PAYDAY 2,218620
Jan-19,9556.7,-4353.67,-0.313,15172,PAYDAY 2,218620
Dec-18,13910.37,-605.16,-0.0417,22339,PAYDAY 2,218620
Nov-18,14515.53,1952.46,0.1553999999999999,24849,PAYDAY 2,218620
Oct-18,12563.07,164.34,0.0133,21503,PAYDAY 2,218620
Sep-18,12398.73,-3615.84,-0.2257999999999999,20667,PAYDAY 2,218620
Aug-18,16014.57,-7860.96,-0.3292,23537,PAYDAY 2,218620
Jul-18,23875.53,-2004.75,-0.0775,38734,PAYDAY 2,218620
Jun-18,25880.28,-1088.76,-0.0404,40947,PAYDAY 2,218620
May-18,26969.03,-1520.79,-0.0533999999999999,48832,PAYDAY 2,218620
Apr-18,28489.83,-3312.81,-0.1042,90893,PAYDAY 2,218620
Mar-18,31802.64,-1231.99,-0.0373,58940,PAYDAY 2,218620
Feb-18,33034.63,223.72,0.0068,51694,PAYDAY 2,218620
Jan-18,32810.9,-3975.21,-0.1081,55630,PAYDAY 2,218620
Dec-17,36786.11,-266.15,-0.0072,57345,PAYDAY 2,218620
Nov-17,37052.26,-6166.42,-0.1427,57822,PAYDAY 2,218620
Oct-17,43218.68,6848.68,0.1883,92426,PAYDAY 2,218620
Sep-17,36370.0,-5215.08,-0.1253999999999999,56590,PAYDAY 2,218620
Aug-17,41585.08,-13541.32,-0.2455999999999999,62561,PAYDAY 2,218620
Jul-17,55126.4,-25653.48,-0.3176,99900,PAYDAY 2,218620
Jun-17,80779.88,71820.89,8.0166,247628,PAYDAY 2,218620
May-17,8958.99,-7246.81,-0.4472,16274,PAYDAY 2,218620
Apr-17,16205.8,9041.22,1.2619,52906,PAYDAY 2,218620
Mar-17,7164.58,-3621.9,-0.3358,13400,PAYDAY 2,218620
Feb-17,10786.49,974.18,0.0993,26869,PAYDAY 2,218620
Jan-17,9812.31,154.22,0.016,20706,PAYDAY 2,218620
Dec-16,9658.08,-970.9,-0.0913,20295,PAYDAY 2,218620
Nov-16,10628.98,-3914.51,-0.2692,25703,PAYDAY 2,218620
Oct-16,14543.49,6702.36,0.8548,41053,PAYDAY 2,218620
Sep-16,7841.13,-522.42,-0.0625,20667,PAYDAY 2,218620
Aug-16,8363.55,-6136.75,-0.4232,13300,PAYDAY 2,218620
Jul-16,14500.3,-352.05,-0.0237,34862,PAYDAY 2,218620
Jun-16,14852.36,7765.67,1.0958,43415,PAYDAY 2,218620
May-16,7086.68,-4110.22,-0.3671,14320,PAYDAY 2,218620
Apr-16,11196.9,-459.16,-0.0394,31146,PAYDAY 2,218620
Mar-16,11656.06,284.74,0.025,39426,PAYDAY 2,218620
Feb-16,11371.32,-4476.37,-0.2825,25887,PAYDAY 2,218620
Jan-16,15847.69,2758.37,0.2107,32383,PAYDAY 2,218620
Dec-15,13089.32,-571.28,-0.0418,28093,PAYDAY 2,218620
Nov-15,13660.61,-3386,-0.1986,39452,PAYDAY 2,218620
Oct-15,17046.6,5148.5,0.4327,52376,PAYDAY 2,218620
Sep-15,11898.11,-4551.91,-0.2767,24367,PAYDAY 2,218620
Aug-15,16450.02,4131.55,0.3354,63535,PAYDAY 2,218620
Jul-15,12318.47,-1354.94,-0.0991,21018,PAYDAY 2,218620
Jun-15,13673.41,5794.04,0.7353000000000001,33870,PAYDAY 2,218620
May-15,7879.36,-3638.94,-0.3159,13968,PAYDAY 2,218620
Apr-15,11518.3,-15512.93,-0.5739,27669,PAYDAY 2,218620
Mar-15,27031.23,18233.41,2.0725,81105,PAYDAY 2,218620
Feb-15,8797.82,-5376.9,-0.3792999999999999,15942,PAYDAY 2,218620
Jan-15,14174.72,-1738.42,-0.1092,32516,PAYDAY 2,218620
Dec-14,15913.14,-3874.48,-0.1957999999999999,30874,PAYDAY 2,218620
Nov-14,19787.63,-2978.44,-0.1308,59664,PAYDAY 2,218620
Oct-14,22766.07,12909.54,1.3097,72242,PAYDAY 2,218620
Sep-14,9856.53,-3721.72,-0.2741,20422,PAYDAY 2,218620
Aug-14,13578.25,-10137.08,-0.4274,24444,PAYDAY 2,218620
Jul-14,23715.34,3920.25,0.198,57166,PAYDAY 2,218620
Jun-14,19795.08,13524.21,2.1567,63749,PAYDAY 2,218620
May-14,6270.88,-1214.67,-0.1623,37936,PAYDAY 2,218620
Apr-14,7485.55,-2486.07,-0.2493,15132,PAYDAY 2,218620
Mar-14,9971.62,5038.07,1.0212,55122,PAYDAY 2,218620
Feb-14,4933.55,-2157.88,-0.3043,11440,PAYDAY 2,218620
Jan-14,7091.43,-204.69,-0.0281,16595,PAYDAY 2,218620
Dec-13,7296.12,1782.46,0.3233,16216,PAYDAY 2,218620
Nov-13,5513.66,125.18,0.0232,15145,PAYDAY 2,218620
Oct-13,5388.48,-5583.66,-0.5089,11033,PAYDAY 2,218620
Sep-13,10972.14,-5678,-0.341,26789,PAYDAY 2,218620
Aug-13,16650.14,16642.65,2223.4632,57346,PAYDAY 2,218620
Jul-13,7.49,-5.79,-0.4361,29,PAYDAY 2,218620
Jun-13,13.27,5.69,0.7505,49,PAYDAY 2,218620
May-13,7.58,3.58,0.8952,30,PAYDAY 2,218620
Apr-13,4.0,-0.06,-0.0141999999999999,22,PAYDAY 2,218620
Mar-13,4.06,-1.34,-0.2483,24,PAYDAY 2,218620
Feb-13,5.4,3.92,2.6391000000000004,24,PAYDAY 2,218620
Jan-13,1.48,1.48,0.0,19,PAYDAY 2,218620
Dec-12,0.0,0,0.0,0,PAYDAY 2,218620
Nov-12,0.0,0,0.0,0,PAYDAY 2,218620
Oct-12,0.0,0,0.0,0,PAYDAY 2,218620
Sep-12,0.0,0,0.0,0,PAYDAY 2,218620
Aug-12,0.0,-,0.0,0,PAYDAY 2,218620
Sep-25,37019.47,806.34,0.0223,68651,DayZ,221100
Aug-25,36213.13,-994.22,-0.0266999999999999,64421,DayZ,221100
Jul-25,37207.34,-518.5,-0.0137,65650,DayZ,221100
Jun-25,37725.84,2415.55,0.0684,67770,DayZ,221100
May-25,35310.29,-895.66,-0.0247,63516,DayZ,221100
Apr-25,36205.95,-5190.7,-0.1253999999999999,64022,DayZ,221100
Mar-25,41396.66,1862.23,0.0471,75508,DayZ,221100
Feb-25,39534.43,-513.13,-0.0128,69719,DayZ,221100
Jan-25,40047.56,2245.74,0.0594,71221,DayZ,221100
Dec-24,37801.82,-1332,-0.034,67421,DayZ,221100
Nov-24,39133.82,1196.25,0.0315,74708,DayZ,221100
Oct-24,37937.58,4662.53,0.1401,78739,DayZ,221100
Sep-24,33275.04,-304.95,-0.0091,60240,DayZ,221100
Aug-24,33579.99,-462.62,-0.0136,59405,DayZ,221100
Jul-24,34042.61,-1055.51,-0.0301,59506,DayZ,221100
Jun-24,35098.12,1889.13,0.0569,64338,DayZ,221100
May-24,33208.99,-2443.35,-0.0684999999999999,58693,DayZ,221100
Apr-24,35652.34,-2901.85,-0.0753,63829,DayZ,221100
Mar-24,38554.18,1451.29,0.0391,66944,DayZ,221100
Feb-24,37102.9,-3605.96,-0.0886,69951,DayZ,221100
Jan-24,40708.85,3105.28,0.0825999999999999,73336,DayZ,221100
Dec-23,37603.58,-510.13,-0.0134,64044,DayZ,221100
Nov-23,38113.71,5873.78,0.1822,69372,DayZ,221100
Oct-23,32239.92,1336.06,0.0432,58535,DayZ,221100
Sep-23,30903.86,-1340.14,-0.0416,54453,DayZ,221100
Aug-23,32244.01,-2756.78,-0.0788,56657,DayZ,221100
Jul-23,35000.79,1780.43,0.0536,58774,DayZ,221100
Jun-23,33220.35,874.28,0.027,59394,DayZ,221100
May-23,32346.07,-2643.27,-0.0755,58204,DayZ,221100
Apr-23,34989.34,996.95,0.0293,59757,DayZ,221100
Mar-23,33992.39,-70.51,-0.0021,61054,DayZ,221100
Feb-23,34062.9,-2163.75,-0.0596999999999999,60229,DayZ,221100
Jan-23,36226.65,6212.82,0.207,63040,DayZ,221100
Dec-22,30013.83,-474.34,-0.0156,50730,DayZ,221100
Nov-22,30488.17,691.77,0.0232,54609,DayZ,221100
Oct-22,29796.4,1317.8,0.0463,57176,DayZ,221100
Sep-22,28478.6,664.58,0.0239,52106,DayZ,221100
Aug-22,27814.02,-1339.38,-0.0458999999999999,48116,DayZ,221100
Jul-22,29153.4,659.57,0.0231,47882,DayZ,221100
Jun-22,28493.83,-399.72,-0.0138,52546,DayZ,221100
May-22,28893.55,-562.24,-0.0191,53887,DayZ,221100
Apr-22,29455.79,4044.41,0.1592,58240,DayZ,221100
Mar-22,25411.39,-2025.24,-0.0738,43824,DayZ,221100
Feb-22,27436.63,-3654.05,-0.1175,47123,DayZ,221100
Jan-22,31090.68,5108.16,0.1966,52696,DayZ,221100
Dec-21,25982.52,1506.65,0.0616,44592,DayZ,221100
Nov-21,24475.87,2512.33,0.1144,45973,DayZ,221100
Oct-21,21963.53,1755.77,0.0868999999999999,39337,DayZ,221100
Sep-21,20207.77,-1276.11,-0.0594,34974,DayZ,221100
Aug-21,21483.87,2361.59,0.1235,35452,DayZ,221100
Jul-21,19122.29,-99.02,-0.0052,32102,DayZ,221100
Jun-21,19221.3,-2091.97,-0.0982,34348,DayZ,221100
May-21,21313.27,1690.69,0.0862,35936,DayZ,221100
Apr-21,19622.58,-472.73,-0.0235,34882,DayZ,221100
Mar-21,20095.31,-2129.16,-0.0958,34161,DayZ,221100
Feb-21,22224.47,-4111.56,-0.1561,38533,DayZ,221100
Jan-21,26336.03,3524.05,0.1545,45236,DayZ,221100
Dec-20,22811.98,3449.2,0.1780999999999999,40337,DayZ,221100
Nov-20,19362.78,909.1,0.0493,33979,DayZ,221100
Oct-20,18453.68,-1441.99,-0.0725,30755,DayZ,221100
Sep-20,19895.67,5916.66,0.4233,36728,DayZ,221100
Aug-20,13979.0,-360.71,-0.0252,24446,DayZ,221100
Jul-20,14339.71,342.83,0.0245,23958,DayZ,221100
Jun-20,13996.88,-2332.09,-0.1427999999999999,24136,DayZ,221100
May-20,16328.97,-1175.31,-0.0670999999999999,35397,DayZ,221100
Apr-20,17504.27,1976.85,0.1273,28096,DayZ,221100
Mar-20,15527.42,-2211.59,-0.1247,27255,DayZ,221100
Feb-20,17739.01,3007.3,0.2041,40545,DayZ,221100
Jan-20,14731.7,2170.67,0.1728,25661,DayZ,221100
Dec-19,12561.04,3594.89,0.4009,24254,DayZ,221100
Nov-19,8966.15,-495.68,-0.0524,16330,DayZ,221100
Oct-19,9461.83,813.6,0.0941,18461,DayZ,221100
Sep-19,8648.24,-1188.38,-0.1208,16901,DayZ,221100
Aug-19,9836.62,-817.61,-0.0767,18198,DayZ,221100
Jul-19,10654.23,1995.93,0.2305,18792,DayZ,221100
Jun-19,8658.3,1263.52,0.1709,16789,DayZ,221100
May-19,7394.78,755.62,0.1138,15139,DayZ,221100
Apr-19,6639.16,1578.33,0.3119,13118,DayZ,221100
Mar-19,5060.83,198.78,0.0409,9641,DayZ,221100
Feb-19,4862.05,-1532.61,-0.2397,9872,DayZ,221100
Jan-19,6394.66,-1491.82,-0.1892,13369,DayZ,221100
Dec-18,7886.47,3481.82,0.7905,29324,DayZ,221100
Nov-18,4404.65,2712.38,1.6028,12725,DayZ,221100
Oct-18,1692.27,-132.88,-0.0728,3577,DayZ,221100
Sep-18,1825.15,228.42,0.1431,4460,DayZ,221100
Aug-18,1596.73,-214.44,-0.1184,3292,DayZ,221100
Jul-18,1811.17,-952.6,-0.3447,3681,DayZ,221100
Jun-18,2763.77,531.09,0.2379,5752,DayZ,221100
May-18,2232.68,173.16,0.0841,6624,DayZ,221100
Apr-18,2059.52,-78.52,-0.0366999999999999,4457,DayZ,221100
Mar-18,2138.04,-21.99,-0.0102,4291,DayZ,221100
Feb-18,2160.03,-243.19,-0.1012,4347,DayZ,221100
Jan-18,2403.22,-46.77,-0.0191,4820,DayZ,221100
Dec-17,2449.99,111.29,0.0475999999999999,4733,DayZ,221100
Nov-17,2338.7,-6.53,-0.0028,4822,DayZ,221100
Oct-17,2345.23,49.91,0.0217,4855,DayZ,221100
Sep-17,2295.32,-314.38,-0.1205,4763,DayZ,221100
Aug-17,2609.7,-697.65,-0.2109,4777,DayZ,221100
Jul-17,3307.35,-1087.94,-0.2475,6587,DayZ,221100
Jun-17,4395.29,1232.96,0.3899,9354,DayZ,221100
May-17,3162.33,-326.93,-0.0936999999999999,6776,DayZ,221100
Apr-17,3489.26,-837.14,-0.1935,7406,DayZ,221100
Mar-17,4326.4,-334.69,-0.0718,8933,DayZ,221100
Feb-17,4661.09,-1183.96,-0.2026,9336,DayZ,221100
Jan-17,5845.04,390.87,0.0717,12926,DayZ,221100
Dec-16,5454.18,664.99,0.1389,14238,DayZ,221100
Nov-16,4789.18,407.89,0.0931,9381,DayZ,221100
Oct-16,4381.3,75.52,0.0175,8757,DayZ,221100
Sep-16,4305.78,-1031.53,-0.1932999999999999,8663,DayZ,221100
Aug-16,5337.31,-2665.8,-0.3331,10386,DayZ,221100
Jul-16,8003.11,-2141.27,-0.2110999999999999,17818,DayZ,221100
Jun-16,10144.38,4159.51,0.695,27880,DayZ,221100
May-16,5984.87,697.82,0.132,13335,DayZ,221100
Apr-16,5287.04,-706.31,-0.1177999999999999,10944,DayZ,221100
Mar-16,5993.36,-1267.1,-0.1745,13218,DayZ,221100
Feb-16,7260.46,-1068.96,-0.1283,13983,DayZ,221100
Jan-16,8329.42,888.95,0.1195,16423,DayZ,221100
Dec-15,7440.46,3061.72,0.6992,17740,DayZ,221100
Nov-15,4378.75,-1142.52,-0.2069,9325,DayZ,221100
Oct-15,5521.26,-1368.34,-0.1986,11606,DayZ,221100
Sep-15,6889.6,-1945.99,-0.2202,13017,DayZ,221100
Aug-15,8835.6,-180.94,-0.0200999999999999,23967,DayZ,221100
Jul-15,9016.54,216.47,0.0246,15586,DayZ,221100
Jun-15,8800.07,2275.54,0.3488,21240,DayZ,221100
May-15,6524.53,-2749.83,-0.2965,13104,DayZ,221100
Apr-15,9274.36,-4572.11,-0.3302,25784,DayZ,221100
Mar-15,13846.47,-1160.77,-0.0773,29190,DayZ,221100
Feb-15,15007.24,559.79,0.0387,29001,DayZ,221100
Jan-15,14447.45,-860.14,-0.0562,29335,DayZ,221100
Dec-14,15307.58,1982.87,0.1488,29338,DayZ,221100
Nov-14,13324.71,2615.82,0.2443,28241,DayZ,221100
Oct-14,10708.89,-1022.75,-0.0872,20483,DayZ,221100
Sep-14,11731.64,-3141.26,-0.2112,26024,DayZ,221100
Aug-14,14872.9,-248.74,-0.0163999999999999,26720,DayZ,221100
Jul-14,15121.64,603.1,0.0415,30532,DayZ,221100
Jun-14,14518.53,-2337.23,-0.1387,31586,DayZ,221100
May-14,16855.76,-1809.99,-0.0969999999999999,33525,DayZ,221100
Apr-14,18665.75,1117.44,0.0637,36653,DayZ,221100
Mar-14,17548.31,-4215.71,-0.1937,35993,DayZ,221100
Feb-14,21764.03,-1329.5,-0.0576,40857,DayZ,221100
Jan-14,23093.53,10621.92,0.8517,42545,DayZ,221100
Dec-13,12471.61,12466.69,2534.0245,45398,DayZ,221100
Nov-13,4.92,2.3,0.88,28,DayZ,221100
Oct-13,2.62,1.47,1.2762,23,DayZ,221100
Sep-13,1.15,-1.2,-0.5106,9,DayZ,221100
Aug-13,2.35,1.63,2.2801,28,DayZ,221100
Jul-13,0.72,0.11,0.1871,9,DayZ,221100
Jun-13,0.6,-0.04,-0.0549,10,DayZ,221100
May-13,0.64,0.29,0.8484,15,DayZ,221100
Apr-13,0.35,-0.49,-0.5881000000000001,6,DayZ,221100
Mar-13,0.84,-0.07,-0.0775,9,DayZ,221100
Feb-13,0.91,0.49,1.1745,9,DayZ,221100
Jan-13,0.42,0.09,0.2712,4,DayZ,221100
Dec-12,0.33,-0.13,-0.2878,5,DayZ,221100
Nov-12,0.46,0.33,2.5055,5,DayZ,221100
Oct-12,0.13,0.13,0.0,3,DayZ,221100
Sep-12,0.0,-,0.0,0,DayZ,221100
Sep-25,23801.93,-2413.32,-0.0921,49482,Euro Truck Simulator 2,227300
Aug-25,26215.25,-916.96,-0.0338,54442,Euro Truck Simulator 2,227300
Jul-25,27132.21,4465.91,0.1969999999999999,50456,Euro Truck Simulator 2,227300
Jun-25,22666.31,-93.62,-0.0040999999999999,45196,Euro Truck Simulator 2,227300
May-25,22759.92,-2163.35,-0.0868,47096,Euro Truck Simulator 2,227300
Apr-25,24923.27,-2715.18,-0.0982,52793,Euro Truck Simulator 2,227300
Mar-25,27638.45,-13.68,-0.0005,65513,Euro Truck Simulator 2,227300
Feb-25,27652.13,-4204.23,-0.132,54053,Euro Truck Simulator 2,227300
Jan-25,31856.36,-1903.39,-0.0564,65899,Euro Truck Simulator 2,227300
Dec-24,33759.75,8704.08,0.3474,69211,Euro Truck Simulator 2,227300
Nov-24,25055.67,446.88,0.0182,57089,Euro Truck Simulator 2,227300
Oct-24,24608.79,1684.06,0.0735,56879,Euro Truck Simulator 2,227300
Sep-24,22924.73,-1960.32,-0.0788,51506,Euro Truck Simulator 2,227300
Aug-24,24885.06,-7971.24,-0.2426,50027,Euro Truck Simulator 2,227300
Jul-24,32856.3,9149.77,0.386,67661,Euro Truck Simulator 2,227300
Jun-24,23706.53,-225.57,-0.0093999999999999,59819,Euro Truck Simulator 2,227300
May-24,23932.09,-13.14,-0.0005,50609,Euro Truck Simulator 2,227300
Apr-24,23945.23,-1410.64,-0.0556,51313,Euro Truck Simulator 2,227300
Mar-24,25355.88,1364.5,0.0569,52080,Euro Truck Simulator 2,227300
Feb-24,23991.38,-4613.67,-0.1613,50041,Euro Truck Simulator 2,227300
Jan-24,28605.05,-715.58,-0.0243999999999999,58929,Euro Truck Simulator 2,227300
Dec-23,29320.63,2200.04,0.0810999999999999,58281,Euro Truck Simulator 2,227300
Nov-23,27120.6,1013.21,0.0388,58928,Euro Truck Simulator 2,227300
Oct-23,26107.39,3589.97,0.1594,69695,Euro Truck Simulator 2,227300
Sep-23,22517.42,-2539.59,-0.1014,50231,Euro Truck Simulator 2,227300
Aug-23,25057.01,296.79,0.012,50607,Euro Truck Simulator 2,227300
Jul-23,24760.23,3919.05,0.188,43789,Euro Truck Simulator 2,227300
Jun-23,20841.18,-1964.34,-0.0861,41392,Euro Truck Simulator 2,227300
May-23,22805.52,-885.92,-0.0374,50606,Euro Truck Simulator 2,227300
Apr-23,23691.44,2310.79,0.1081,49275,Euro Truck Simulator 2,227300
Mar-23,21380.65,-839.82,-0.0378,46459,Euro Truck Simulator 2,227300
Feb-23,22220.47,-3192.06,-0.1256,48492,Euro Truck Simulator 2,227300
Jan-23,25412.54,2542.93,0.1112,55166,Euro Truck Simulator 2,227300
Dec-22,22869.61,2110.19,0.1016,48860,Euro Truck Simulator 2,227300
Nov-22,20759.42,-75.98,-0.0036,45506,Euro Truck Simulator 2,227300
Oct-22,20835.4,-95.6,-0.0046,45544,Euro Truck Simulator 2,227300
Sep-22,20931.0,934.18,0.0467,47708,Euro Truck Simulator 2,227300
Aug-22,19996.82,-513.59,-0.025,39128,Euro Truck Simulator 2,227300
Jul-22,20510.41,512.96,0.0256999999999999,38102,Euro Truck Simulator 2,227300
Jun-22,19997.44,295.37,0.015,38433,Euro Truck Simulator 2,227300
May-22,19702.08,-1637.17,-0.0767,39922,Euro Truck Simulator 2,227300
Apr-22,21339.25,560.1,0.027,50637,Euro Truck Simulator 2,227300
Mar-22,20779.15,-2886.99,-0.122,47618,Euro Truck Simulator 2,227300
Feb-22,23666.14,-3647.31,-0.1335,50065,Euro Truck Simulator 2,227300
Jan-22,27313.45,4678.76,0.2067,56796,Euro Truck Simulator 2,227300
Dec-21,22634.69,-921.4,-0.0391,49474,Euro Truck Simulator 2,227300
Nov-21,23556.09,3389.43,0.1681,51087,Euro Truck Simulator 2,227300
Oct-21,20166.66,-135.54,-0.0067,48697,Euro Truck Simulator 2,227300
Sep-21,20302.21,-129.46,-0.0063,43880,Euro Truck Simulator 2,227300
Aug-21,20431.67,-1678.58,-0.0759,37986,Euro Truck Simulator 2,227300
Jul-21,22110.24,1686.33,0.0825999999999999,42335,Euro Truck Simulator 2,227300
Jun-21,20423.92,-2493.35,-0.1088,41191,Euro Truck Simulator 2,227300
May-21,22917.26,-2164,-0.0863,48629,Euro Truck Simulator 2,227300
Apr-21,25081.27,4095.33,0.1951,59999,Euro Truck Simulator 2,227300
Mar-21,20985.94,-2652,-0.1122,46816,Euro Truck Simulator 2,227300
Feb-21,23637.94,-452.1,-0.0187999999999999,51888,Euro Truck Simulator 2,227300
Jan-21,24090.05,138.39,0.0058,51312,Euro Truck Simulator 2,227300
Dec-20,23951.65,3988.21,0.1998,53896,Euro Truck Simulator 2,227300
Nov-20,19963.44,837.38,0.0438,44320,Euro Truck Simulator 2,227300
Oct-20,19126.06,3283.56,0.2073,42180,Euro Truck Simulator 2,227300
Sep-20,15842.5,-1405.61,-0.0815,31409,Euro Truck Simulator 2,227300
